"Name","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Prom_Score","Sales"
"Arc the Lad: End of Darkness","PS2","2004","Role-Playing","30","20","NA","10","60","59","24","42","NA","50.5","0.020692509311629"
"Alone in the Dark","PS2","2008","Adventure","30","20","NA","10","60","47","NA","54","24","50.5","0.020692509311629"
"Resident Evil: Operation Raccoon City","PS3","2012","Action","480","240","360","100","1170","52","36","49","222","50.5","0.40350393157677"
"Where the Wild Things Are","PS3","2009","Platform","90","10","NA","10","110","53","8","48","4","50.5","0.03793626707132"
"Resident Evil: Operation Raccoon City","X360","2012","Action","550","140","30","60","770","52","56","49","330","50.5","0.26555386949924"
"Conflict: Denied Ops","X360","2008","Shooter","80","90","NA","20","190","52","35","49","22","50.5","0.065526279486826"
"Fuzion Frenzy 2","X360","2007","Misc","140","10","NA","10","170","49","47","52","30","50.5","0.058628776382949"
"Thrillville: Off the Rails","X360","2007","Strategy","130","20","NA","10","160","73","24","28","34","50.5","0.055180024831011"
"Hellboy: The Science of Evil","X360","2008","Action","100","NA","NA","10","110","44","30","57","9","50.5","0.03793626707132"
"Port Royale 3","X360","2012","Simulation","60","NA","NA","10","70","56","NA","45","6","50.5","0.024141260863567"
"The Guy Game","XB","2004","Misc","50","20","NA","NA","70","47","20","54","7","50.5","0.024141260863567"
"Assassin's Creed: Unity","PC","2014","Action","180","330","NA","40","550","70","NA","30","463","50","0.1896813353566"
"Company of Heroes 2","PC","2013","Strategy","60","250","NA","40","340","80","82","20","6057","50","0.1172575527659"
"Minority Report: Everybody Runs","PS2","2002","Action","200","150","NA","50","410","50","26","50","4","50","0.14139881362947"
"Fantastic Four: Rise of the Silver Surfer","PS2","2007","Action","190","150","NA","50","390","36","7","64","7","50","0.13450131052559"
"Army Men: Sarge's Heroes 2","PS2","2001","Shooter","90","70","NA","20","170","54","5","46","5","50","0.058628776382949"
"BMX XXX","PS2","2002","Sports","70","60","NA","20","150","54","4","46","7","50","0.051731273279073"
"Wall-E","PS3","2008","Platform","120","210","NA","80","400","50","24","50","7","50","0.13795006207753"
"Golden Axe: Beast Rider","PS3","2008","Action","130","140","NA","60","320","44","30","56","23","50","0.11036004966202"
"Harry Potter and the Deathly Hallows - Part 2","PS3","2011","Action","140","130","NA","50","320","43","20","57","27","50","0.11036004966202"
"Call of Juarez: The Cartel","PS3","2011","Shooter","120","120","NA","50","290","45","42","55","74","50","0.10001379500621"
"Major League Baseball 2K9","PS3","2009","Sports","160","NA","NA","10","170","60","9","40","6","50","0.058628776382949"
"Invizimals: The Lost Kingdom","PS3","2013","Action","NA","20","NA","NA","20","50","6","50","4","50","0.0068975031038764"
"Bodycount","X360","2011","Shooter","70","30","NA","10","110","53","60","47","73","50","0.03793626707132"
"Family Feud: 2012 Edition","X360","2011","Misc","100","NA","NA","10","100","47","4","53","6","50","0.034487515519382"
"Deadliest Warrior: Ancient Combat","X360","2012","Fighting","40","NA","NA","NA","40","37","5","63","4","50","0.013795006207753"
"Backyard Wrestling: Don't Try This at Home","XB","2003","Fighting","130","40","NA","10","170","50","5","50","7","50","0.058628776382949"
"Playboy: The Mansion","XB","2005","Simulation","70","20","NA","NA","90","60","43","40","9","50","0.031038763967444"
"Disney's PK: Out of the Shadows","PS2","2002","Platform","60","50","NA","20","120","49","4","50","4","49.5","0.041385018623258"
"RTX Red Rock","PS2","2003","Shooter","40","30","NA","10","80","49","23","50","4","49.5","0.027590012415506"
"Duke Nukem Forever","PS3","2011","Shooter","330","310","NA","120","760","50","48","49","278","49.5","0.2621051179473"
"NASCAR 2011: The Game","PS3","2011","Racing","250","NA","NA","20","270","62","6","37","5","49.5","0.093116291902331"
"Risen 2: Dark Waters","PS3","2012","Role-Playing","40","130","10","40","220","47","3","52","37","49.5","0.07587253414264"
"Teenage Mutant Ninja Turtles: Mutants in Manhattan","PS4","2016","Action","50","20","NA","20","90","44","49","55","63","49.5","0.031038763967444"
"Call of Duty: Ghosts","X360","2013","Shooter","6730","2560","40","910","10250","73","29","26","2007","49.5","3.5349703407367"
"Naughty Bear","X360","2010","Action","210","150","NA","40","400","43","50","56","70","49.5","0.13795006207753"
"Iron Man 2","X360","2010","Action","150","90","NA","30","270","40","35","59","54","49.5","0.093116291902331"
"Fantastic Four: Rise of the Silver Surfer","X360","2007","Action","100","10","NA","10","110","45","30","54","6","49.5","0.03793626707132"
"PAC-MAN and the Ghostly Adventures","X360","2013","Platform","40","30","NA","10","80","49","7","50","3","49.5","0.027590012415506"
"MorphX","X360","2010","Shooter","50","NA","NA","NA","50","33","4","66","5","49.5","0.017243757759691"
"Aeon Flux","XB","2005","Action","10","NA","NA","NA","10","69","27","30","4","49.5","0.0034487515519382"
"Thrillville","PS2","2006","Strategy","550","20","NA","90","660","69","32","29","52","49","0.22761760242792"
"The Golden Compass","PS2","2007","Action","130","NA","NA","390","520","46","NA","52","6","49","0.17933508070079"
"Arctic Thunder","PS2","2001","Racing","170","140","NA","50","360","45","23","53","NA","49","0.12415505586978"
"Naughty Bear","PS3","2010","Action","180","180","NA","70","430","43","30","55","49","49","0.14829631673334"
"X-Men: Destiny","PS3","2011","Action","140","70","NA","30","240","50","33","48","37","49","0.082770037246517"
"John Daly's ProStroke Golf","PS3","2010","Sports","90","10","NA","10","110","58","23","40","8","49","0.03793626707132"
"Terminator Salvation","X360","2009","Shooter","130","180","NA","40","350","48","50","50","53","49","0.12070630431784"
"Harry Potter and the Deathly Hallows - Part 2","X360","2011","Action","190","110","NA","30","330","44","30","54","24","49","0.11380880121396"
"Angry Birds Trilogy","X360","2012","Action","180","50","NA","20","260","63","3","35","27","49","0.089667540350393"
"Samurai Shodown Sen","X360","2009","Fighting","70","10","NA","10","80","46","33","52","2","49","0.027590012415506"
"Knight's Apprentice: Memorick's Adventures","XB","2004","Action","20","NA","NA","NA","20","53","NA","45","8","49","0.0068975031038764"
"Silent Hunter 5: Battle of the Atlantic","PC","2010","Simulation","NA","210","NA","50","250","62","26","35","4","48.5","0.086218788798455"
"Trapped Dead","PC","2011","Strategy","NA","20","NA","NA","20","50","4","47","57","48.5","0.0068975031038764"
"Dynasty Warriors 6","PS2","2008","Action","120","90","NA","30","250","43","7","54","4","48.5","0.086218788798455"
"NHL FaceOff 2001","PS2","2001","Sports","100","70","NA","20","200","57","NA","40","4","48.5","0.068975031038764"
"Hidden Invasion","PS2","2001","Shooter","40","30","NA","10","80","39","4","58","4","48.5","0.027590012415506"
"Red Ninja: End of Honor","PS2","2005","Action","20","20","NA","10","40","47","7","50","7","48.5","0.013795006207753"
"Turning Point: Fall of Liberty","PS3","2008","Shooter","210","10","NA","20","240","42","28","55","33","48.5","0.082770037246517"
"NeverDead","PS3","2012","Shooter","60","40","10","20","120","50","32","47","47","48.5","0.041385018623258"
"Rory McIlroy PGA Tour","PS4","2015","Action","180","250","NA","80","520","60","33","37","78","48.5","0.17933508070079"
"Zumba Fitness","X360","2010","Sports","1740","450","NA","180","2370","42","NA","55","6","48.5","0.81735411780935"
"Beowulf: The Game","X360","2007","Action","360","10","NA","30","400","50","23","47","30","48.5","0.13795006207753"
"X-Men: Destiny","X360","2011","Action","180","40","NA","20","240","47","50","50","72","48.5","0.082770037246517"
"NBA Ballers: Chosen One","X360","2008","Sports","170","NA","NA","10","190","55","42","42","5","48.5","0.065526279486826"
"Mighty No. 9","XOne","2016","Platform","20","NA","NA","NA","20","55","3","42","94","48.5","0.0068975031038764"
"F1 2015","PC","2015","Racing","NA","50","NA","NA","50","60","3","36","63","48","0.017243757759691"
"Clockwork Empires","PC","2016","Strategy","NA","40","NA","NA","40","58","7","38","5","48","0.013795006207753"
"Star Trek: Legacy","PC","2006","Simulation","NA","10","NA","NA","20","56","25","40","35","48","0.0068975031038764"
"Spyro: Enter the Dragonfly","PS2","2002","Platform","740","950","NA","280","1970","56","20","40","95","48","0.67940405573183"
"Guitar Hero 5","PS2","2009","Misc","280","300","NA","540","1120","70","4","26","NA","48","0.38626017381708"
"Top Gun: Combat Zones","PS2","2001","Simulation","450","350","NA","120","920","63","7","33","9","48","0.31728514277831"
"NFL GameDay 2002","PS2","2001","Sports","190","150","NA","50","380","50","8","46","5","48","0.13105255897365"
"Aqua Teen Hunger Force: Zombie Ninja Pro-Am","PS2","2007","Racing","30","30","NA","10","70","37","9","59","NA","48","0.024141260863567"
"Shifters","PS2","2002","Adventure","30","20","NA","10","50","37","2","59","8","48","0.017243757759691"
"Call of Duty: Ghosts","PS3","2013","Shooter","4100","3630","380","1250","9360","70","NA","26","47","48","3.2280314526142"
"Star Wars The Clone Wars: Republic Heroes","PS3","2009","Action","190","180","NA","70","430","43","22","53","6","48","0.14829631673334"
"Quantum Theory","PS3","2010","Shooter","50","90","20","30","190","43","34","53","20","48","0.065526279486826"
"NHL 15","PS4","2014","Sports","310","190","NA","100","600","60","28","36","306","48","0.20692509311629"
"Jurassic Park: The Game","X360","2011","Action","150","NA","NA","10","160","60","9","36","38","48","0.055180024831011"
"MX vs. ATV Supercross","X360","2014","Racing","30","20","NA","10","60","48","NA","48","4","48","0.020692509311629"
"Rock of the Dead","X360","2010","Shooter","40","NA","NA","NA","50","48","7","48","4","48","0.017243757759691"
"Mafia III","PC","2016","Action","80","100","NA","20","190","63","29","32","880","47.5","0.065526279486826"
"Batman: Arkham Knight","PC","2015","Action","90","30","NA","10","130","70","4","25","967","47.5","0.044833770175197"
"Combat Mission: Shock Force","PC","2007","Strategy","NA","30","NA","NA","30","62","5","33","86","47.5","0.010346254655815"
"CSI: Fatal Conspiracy","PS3","2010","Adventure","110","50","NA","20","180","39","5","56","3","47.5","0.062077527934888"
"The Cursed Crusade","PS3","2011","Action","70","60","10","30","170","45","7","50","26","47.5","0.058628776382949"
"Hail to the Chimp","PS3","2008","Misc","50","NA","NA","NA","50","50","9","45","4","47.5","0.017243757759691"
"Wipeout: In The Zone","X360","2011","Misc","870","NA","NA","60","930","39","5","56","8","47.5","0.32073389433025"
"Farming Simulator 2013","X360","2013","Simulation","220","130","NA","40","380","33","2","62","30","47.5","0.13105255897365"
"Thor: God of Thunder","X360","2011","Action","90","40","NA","10","140","38","40","57","22","47.5","0.048282521727135"
"The History Channel: Battle for the Pacific","X360","2007","Shooter","50","NA","NA","NA","60","35","NA","60","20","47.5","0.020692509311629"
"Dog's Life","PS2","2003","Adventure","210","160","NA","50","420","64","9","30","57","47","0.1448475651814"
"Warriors of Might and Magic","PS2","2001","Adventure","90","70","NA","20","170","49","2","45","6","47","0.058628776382949"
"Frogger: Ancient Shadow","PS2","2005","Platform","50","40","NA","10","100","54","7","40","5","47","0.034487515519382"
"The Ant Bully","PS2","2006","Platform","50","40","NA","10","100","52","9","42","6","47","0.034487515519382"
"Rugby World Cup 2011","X360","2011","Sports","30","210","NA","40","280","55","4","39","3","47","0.09656504345427"
"Bad Boys: Miami Takedown","XB","2004","Shooter","140","40","NA","10","180","35","20","59","9","47","0.062077527934888"
"Harry Potter and the Deathly Hallows - Part 2","PC","2011","Action","50","40","NA","10","100","43","2","50","56","46.5","0.034487515519382"
"A Game of Thrones: Genesis","PC","2011","Strategy","NA","30","NA","10","30","53","40","40","NA","46.5","0.010346254655815"
"Star Wars The Clone Wars: Republic Heroes","PC","2009","Action","NA","20","NA","NA","30","46","9","47","46","46.5","0.010346254655815"
"Backyard Wrestling 2: There Goes the Neighborhood","PS2","2004","Fighting","140","110","NA","40","280","46","23","47","NA","46.5","0.09656504345427"
"Casper: Spirit Dimensions","PS2","2001","Platform","70","50","NA","20","140","58","7","35","6","46.5","0.048282521727135"
"Top Gun","PS3","2011","Simulation","60","NA","NA","10","70","49","25","44","5","46.5","0.024141260863567"
"MX vs. ATV Supercross","PS3","2014","Racing","20","10","NA","NA","30","58","4","35","4","46.5","0.010346254655815"
"Duke Nukem Forever","X360","2011","Shooter","520","250","NA","70","830","49","76","44","456","46.5","0.28624637881087"
"MLB Front Office Manager","X360","2009","Sports","60","NA","NA","10","70","47","3","46","NA","46.5","0.024141260863567"
"Enemy Front","X360","2014","Shooter","20","20","NA","NA","40","35","8","58","78","46.5","0.013795006207753"
"Blade II","XB","2002","Action","100","30","NA","NA","130","53","20","40","4","46.5","0.044833770175197"
"Surfing H3O","PS2","2000","Sports","120","100","NA","30","250","46","5","46","8","46","0.086218788798455"
"Iron Man 2","PS3","2010","Action","140","180","NA","70","390","40","28","52","36","46","0.13450131052559"
"Time and Eternity","PS3","2012","Role-Playing","60","30","60","20","170","42","40","50","78","46","0.058628776382949"
"Darkest of Days","X360","2009","Shooter","90","NA","NA","10","100","44","25","48","76","46","0.034487515519382"
"Damnation","X360","2009","Shooter","60","10","NA","10","70","36","39","56","50","46","0.024141260863567"
"Brave: A Warrior's Tale","X360","2009","Action","50","10","NA","NA","60","42","7","50","4","46","0.020692509311629"
"AMF Bowling 2004","XB","2003","Sports","220","60","NA","10","300","48","6","44","8","46","0.10346254655815"
"Stormrise","PC","2009","Strategy","NA","20","NA","NA","20","42","5","49","22","45.5","0.0068975031038764"
"Vietcong: Purple Haze","PS2","2004","Shooter","90","70","NA","20","180","48","NA","43","6","45.5","0.062077527934888"
"G.I. Joe: The Rise of Cobra","PS3","2009","Action","110","70","NA","30","210","43","32","48","3","45.5","0.072423782590702"
"FaceBreaker","PS3","2008","Fighting","130","20","NA","20","170","53","37","38","20","45.5","0.058628776382949"
"Catwoman","XB","2004","Action","40","10","NA","NA","60","45","33","46","5","45.5","0.020692509311629"
"TMNT: Mutant Melee","XB","2005","Fighting","10","NA","NA","NA","20","43","3","48","5","45.5","0.0068975031038764"
"NHL 15","XOne","2014","Sports","310","60","NA","40","410","59","22","32","80","45.5","0.14139881362947"
"Tom Clancy's Ghost Recon: Advanced Warfighter","PS2","2006","Shooter","30","20","NA","10","60","44","8","46","40","45","0.020692509311629"
"NCIS","PS3","2011","Adventure","70","40","NA","20","120","50","4","40","4","45","0.041385018623258"
"Sacred 3","PS3","2014","Role-Playing","30","40","30","10","100","56","3","34","46","45","0.034487515519382"
"Last Rebellion","PS3","2010","Role-Playing","60","10","10","10","90","44","30","46","34","45","0.031038763967444"
"Kinect Star Wars","X360","2012","Action","1050","520","30","140","1740","55","60","35","45","45","0.60008277003725"
"Sonic the Hedgehog","X360","2006","Platform","440","480","NA","110","1040","46","38","44","455","45","0.35867016140157"
"WWE 2K15","X360","2014","Sports","380","200","NA","60","640","50","5","40","65","45","0.22072009932404"
