"Name","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Prom_Score","Sales","Client"
"Game of Thrones","X360","2012","Role-Playing","150","80","NA","20","250","52","35","52","26","52","0.086218788798455","609"
"F1 2014","X360","2014","Racing","80","130","NA","20","230","64","4","40","20","52","0.079321285694579","783"
"X-Blades","X360","2009","Action","100","20","20","10","140","50","39","54","4","52","0.048282521727135","705"
"Cabela's Alaskan Adventure","X360","2006","Sports","120","NA","NA","10","130","48","NA","56","7","52","0.044833770175197","995"
"Where the Wild Things Are","X360","2009","Platform","100","NA","NA","10","110","50","NA","54","5","52","0.03793626707132","952"
"Damage Inc.: Pacific Squadron WWII","X360","2012","Simulation","70","NA","NA","10","70","49","24","55","6","52","0.024141260863567","388"
"Shadow The Hedgehog","XB","2005","Platform","130","40","NA","10","180","49","24","55","36","52","0.062077527934888","94"
"Superman: The Man of Steel","XB","2002","Action","100","30","NA","NA","130","44","9","60","NA","52","0.044833770175197","69"
"Teenage Mutant Ninja Turtles 2: Battle Nexus","XB","2004","Action","100","30","NA","NA","130","48","20","56","8","52","0.044833770175197","660"
"Minority Report: Everybody Runs","XB","2002","Action","70","20","NA","NA","100","54","8","50","4","52","0.034487515519382","249"
"Hummer Badlands","XB","2006","Racing","10","NA","NA","NA","20","44","7","60","5","52","0.0068975031038764","864"
"Call of Duty: Modern Warfare 3","PC","2011","Shooter","410","980","NA","320","1720","78","26","25","5664","51.5","0.59318526693337","360"
"Call of Duty: Infinite Warfare","PC","2016","Shooter","40","80","NA","10","140","73","6","30","440","51.5","0.048282521727135","53"
"Street Fighter V","PC","2016","Fighting","NA","50","NA","NA","60","74","33","29","430","51.5","0.020692509311629","357"
"Iron Man","PS2","2008","Action","360","NA","NA","190","540","47","8","56","5","51.5","0.18623258380466","234"
"Dragon Ball Z: Sagas","PS2","2005","Fighting","380","10","NA","60","460","49","3","54","29","51.5","0.15864257138916","658"
"Dead to Rights II","PS2","2005","Shooter","100","80","NA","30","200","50","32","53","7","51.5","0.068975031038764","253"
"Ratatouille","PS3","2007","Action","90","320","NA","100","510","55","8","48","4","51.5","0.17588632914885","765"
"Stormrise","PS3","2009","Strategy","130","20","NA","20","170","50","28","53","20","51.5","0.058628776382949","59"
"Angry Birds Trilogy","PS3","2012","Action","120","20","NA","30","160","66","8","37","20","51.5","0.055180024831011","577"
"Enemy Front","PS3","2014","Shooter","10","40","NA","10","50","43","2","60","75","51.5","0.017243757759691","736"
"Tour de France 2014","PS4","2014","Sports","NA","30","NA","NA","30","53","9","50","22","51.5","0.010346254655815","845"
"Sniper: Ghost Warrior","X360","2010","Shooter","540","500","NA","120","1160","45","39","58","89","51.5","0.40005518002483","436"
"Golden Axe: Beast Rider","X360","2008","Action","190","110","NA","30","330","45","33","58","33","51.5","0.11380880121396","452"
"Ben 10 Ultimate Alien: Cosmic Destruction","X360","2010","Platform","100","60","NA","20","180","50","5","53","4","51.5","0.062077527934888","958"
"Cabela's African Safari","X360","2006","Sports","130","NA","NA","10","140","53","4","50","8","51.5","0.048282521727135","668"
"Onechanbara: Bikini Samurai Squad","X360","2006","Action","110","10","NA","10","130","39","39","64","55","51.5","0.044833770175197","532"
"Dragon Ball Z: Battle of Z","X360","2014","Fighting","10","50","NA","NA","70","53","7","50","44","51.5","0.024141260863567","838"
"Yaiba: Ninja Gaiden Z","X360","2014","Action","30","10","NA","NA","50","50","20","53","43","51.5","0.017243757759691","848"
"Driv3r","XB","2004","Racing","360","380","NA","30","760","56","57","47","69","51.5","0.2621051179473","174"
"Shrek","XB","2001","Platform","250","100","NA","10","360","49","9","54","9","51.5","0.12415505586978","773"
"American Chopper","XB","2004","Racing","110","30","NA","10","150","44","6","59","9","51.5","0.051731273279073","617"
"NBA Starting Five","XB","2002","Sports","20","10","NA","NA","20","48","4","55","4","51.5","0.0068975031038764","509"
"Zathura","XB","2005","Adventure","20","NA","NA","NA","20","48","5","55","4","51.5","0.0068975031038764","66"
"Rory McIlroy PGA Tour","XOne","2015","Action","160","90","NA","20","270","60","26","43","77","51.5","0.093116291902331","338"
"CSI: Fatal Conspiracy","PC","2010","Adventure","NA","30","NA","10","40","47","5","55","6","51","0.013795006207753","251"
"NHL 09","PC","2008","Sports","NA","20","NA","NA","20","62","6","40","30","51","0.0068975031038764","237"
"State of Emergency 2","PS2","2006","Shooter","40","30","NA","10","80","44","36","58","5","51","0.027590012415506","32"
"Epic Mickey 2: The Power of Two","PS3","2012","Action","210","180","NA","80","470","59","36","43","24","51","0.1620913229411","88"
"F1 2014","PS3","2014","Racing","70","260","20","60","410","62","9","40","28","51","0.14139881362947","348"
"Shrek: Forever After","PS3","2010","Platform","160","20","NA","20","190","57","NA","45","6","51","0.065526279486826","185"
"Beowulf: The Game","PS3","2007","Action","140","10","NA","10","160","50","8","52","7","51","0.055180024831011","105"
"Touhou Genso Rondo: Bullet Ballet","PS4","2016","Shooter","20","NA","NA","NA","20","55","9","47","34","51","0.0068975031038764","208"
"Kinect: Disneyland Adventures","X360","2011","Misc","1730","430","20","170","2350","73","33","29","67","51","0.81045661470548","285"
"Kinect Joy Ride","X360","2010","Racing","920","390","NA","120","1430","52","46","50","20","51","0.49317147192716","367"
"NASCAR 2011: The Game","X360","2011","Racing","290","NA","NA","20","300","62","24","40","4","51","0.10346254655815","248"
"Ninja Gaiden 3","X360","2012","Action","160","50","30","20","250","58","39","44","36","51","0.086218788798455","772"
"Fatal Inertia","X360","2007","Racing","120","NA","NA","10","130","60","30","42","9","51","0.044833770175197","520"
"Big Mutha Truckers","XB","2002","Racing","150","40","NA","10","190","59","2","43","9","51","0.065526279486826","726"
"Terminator 3: Rise of the Machines","PS2","2003","Action","280","220","NA","70","580","38","20","63","23","50.5","0.20002759001242","52"
"Jonny Moseley Mad Trix","PS2","2001","Sports","70","50","NA","20","140","44","4","57","6","50.5","0.048282521727135","874"
"Arc the Lad: End of Darkness","PS2","2004","Role-Playing","30","20","NA","10","60","59","24","42","NA","50.5","0.020692509311629","538"
"Alone in the Dark","PS2","2008","Adventure","30","20","NA","10","60","47","NA","54","24","50.5","0.020692509311629","624"
"Resident Evil: Operation Raccoon City","PS3","2012","Action","480","240","360","100","1170","52","36","49","222","50.5","0.40350393157677","297"
"Where the Wild Things Are","PS3","2009","Platform","90","10","NA","10","110","53","8","48","4","50.5","0.03793626707132","839"
"Resident Evil: Operation Raccoon City","X360","2012","Action","550","140","30","60","770","52","56","49","330","50.5","0.26555386949924","977"
"Conflict: Denied Ops","X360","2008","Shooter","80","90","NA","20","190","52","35","49","22","50.5","0.065526279486826","494"
"Fuzion Frenzy 2","X360","2007","Misc","140","10","NA","10","170","49","47","52","30","50.5","0.058628776382949","343"
"Thrillville: Off the Rails","X360","2007","Strategy","130","20","NA","10","160","73","24","28","34","50.5","0.055180024831011","504"
"Hellboy: The Science of Evil","X360","2008","Action","100","NA","NA","10","110","44","30","57","9","50.5","0.03793626707132","445"
"Port Royale 3","X360","2012","Simulation","60","NA","NA","10","70","56","NA","45","6","50.5","0.024141260863567","354"
"The Guy Game","XB","2004","Misc","50","20","NA","NA","70","47","20","54","7","50.5","0.024141260863567","65"
"Assassin's Creed: Unity","PC","2014","Action","180","330","NA","40","550","70","NA","30","463","50","0.1896813353566","958"
"Company of Heroes 2","PC","2013","Strategy","60","250","NA","40","340","80","82","20","6057","50","0.1172575527659","124"
"Minority Report: Everybody Runs","PS2","2002","Action","200","150","NA","50","410","50","26","50","4","50","0.14139881362947","527"
"Fantastic Four: Rise of the Silver Surfer","PS2","2007","Action","190","150","NA","50","390","36","7","64","7","50","0.13450131052559","585"
"Army Men: Sarge's Heroes 2","PS2","2001","Shooter","90","70","NA","20","170","54","5","46","5","50","0.058628776382949","982"
"BMX XXX","PS2","2002","Sports","70","60","NA","20","150","54","4","46","7","50","0.051731273279073","547"
"Wall-E","PS3","2008","Platform","120","210","NA","80","400","50","24","50","7","50","0.13795006207753","751"
"Golden Axe: Beast Rider","PS3","2008","Action","130","140","NA","60","320","44","30","56","23","50","0.11036004966202","540"
"Harry Potter and the Deathly Hallows - Part 2","PS3","2011","Action","140","130","NA","50","320","43","20","57","27","50","0.11036004966202","744"
"Call of Juarez: The Cartel","PS3","2011","Shooter","120","120","NA","50","290","45","42","55","74","50","0.10001379500621","233"
"Major League Baseball 2K9","PS3","2009","Sports","160","NA","NA","10","170","60","9","40","6","50","0.058628776382949","24"
"Invizimals: The Lost Kingdom","PS3","2013","Action","NA","20","NA","NA","20","50","6","50","4","50","0.0068975031038764","157"
"Bodycount","X360","2011","Shooter","70","30","NA","10","110","53","60","47","73","50","0.03793626707132","687"
"Family Feud: 2012 Edition","X360","2011","Misc","100","NA","NA","10","100","47","4","53","6","50","0.034487515519382","606"
"Deadliest Warrior: Ancient Combat","X360","2012","Fighting","40","NA","NA","NA","40","37","5","63","4","50","0.013795006207753","632"
"Backyard Wrestling: Don't Try This at Home","XB","2003","Fighting","130","40","NA","10","170","50","5","50","7","50","0.058628776382949","659"
"Playboy: The Mansion","XB","2005","Simulation","70","20","NA","NA","90","60","43","40","9","50","0.031038763967444","928"
"Disney's PK: Out of the Shadows","PS2","2002","Platform","60","50","NA","20","120","49","4","50","4","49.5","0.041385018623258","838"
"RTX Red Rock","PS2","2003","Shooter","40","30","NA","10","80","49","23","50","4","49.5","0.027590012415506","363"
"Duke Nukem Forever","PS3","2011","Shooter","330","310","NA","120","760","50","48","49","278","49.5","0.2621051179473","30"
"NASCAR 2011: The Game","PS3","2011","Racing","250","NA","NA","20","270","62","6","37","5","49.5","0.093116291902331","8"
"Risen 2: Dark Waters","PS3","2012","Role-Playing","40","130","10","40","220","47","3","52","37","49.5","0.07587253414264","943"
"Teenage Mutant Ninja Turtles: Mutants in Manhattan","PS4","2016","Action","50","20","NA","20","90","44","49","55","63","49.5","0.031038763967444","972"
"Call of Duty: Ghosts","X360","2013","Shooter","6730","2560","40","910","10250","73","29","26","2007","49.5","3.5349703407367","473"
"Naughty Bear","X360","2010","Action","210","150","NA","40","400","43","50","56","70","49.5","0.13795006207753","244"
"Iron Man 2","X360","2010","Action","150","90","NA","30","270","40","35","59","54","49.5","0.093116291902331","17"
"Fantastic Four: Rise of the Silver Surfer","X360","2007","Action","100","10","NA","10","110","45","30","54","6","49.5","0.03793626707132","698"
"PAC-MAN and the Ghostly Adventures","X360","2013","Platform","40","30","NA","10","80","49","7","50","3","49.5","0.027590012415506","879"
"MorphX","X360","2010","Shooter","50","NA","NA","NA","50","33","4","66","5","49.5","0.017243757759691","153"
"Aeon Flux","XB","2005","Action","10","NA","NA","NA","10","69","27","30","4","49.5","0.0034487515519382","472"
"Thrillville","PS2","2006","Strategy","550","20","NA","90","660","69","32","29","52","49","0.22761760242792","205"
"The Golden Compass","PS2","2007","Action","130","NA","NA","390","520","46","NA","52","6","49","0.17933508070079","981"
"Arctic Thunder","PS2","2001","Racing","170","140","NA","50","360","45","23","53","NA","49","0.12415505586978","980"
"Naughty Bear","PS3","2010","Action","180","180","NA","70","430","43","30","55","49","49","0.14829631673334","801"
"X-Men: Destiny","PS3","2011","Action","140","70","NA","30","240","50","33","48","37","49","0.082770037246517","809"
"John Daly's ProStroke Golf","PS3","2010","Sports","90","10","NA","10","110","58","23","40","8","49","0.03793626707132","298"
"Terminator Salvation","X360","2009","Shooter","130","180","NA","40","350","48","50","50","53","49","0.12070630431784","229"
"Harry Potter and the Deathly Hallows - Part 2","X360","2011","Action","190","110","NA","30","330","44","30","54","24","49","0.11380880121396","945"
"Angry Birds Trilogy","X360","2012","Action","180","50","NA","20","260","63","3","35","27","49","0.089667540350393","935"
"Samurai Shodown Sen","X360","2009","Fighting","70","10","NA","10","80","46","33","52","2","49","0.027590012415506","119"
"Knight's Apprentice: Memorick's Adventures","XB","2004","Action","20","NA","NA","NA","20","53","NA","45","8","49","0.0068975031038764","863"
"Silent Hunter 5: Battle of the Atlantic","PC","2010","Simulation","NA","210","NA","50","250","62","26","35","4","48.5","0.086218788798455","922"
"Trapped Dead","PC","2011","Strategy","NA","20","NA","NA","20","50","4","47","57","48.5","0.0068975031038764","947"
"Dynasty Warriors 6","PS2","2008","Action","120","90","NA","30","250","43","7","54","4","48.5","0.086218788798455","692"
"NHL FaceOff 2001","PS2","2001","Sports","100","70","NA","20","200","57","NA","40","4","48.5","0.068975031038764","320"
"Hidden Invasion","PS2","2001","Shooter","40","30","NA","10","80","39","4","58","4","48.5","0.027590012415506","561"
"Red Ninja: End of Honor","PS2","2005","Action","20","20","NA","10","40","47","7","50","7","48.5","0.013795006207753","18"
"Turning Point: Fall of Liberty","PS3","2008","Shooter","210","10","NA","20","240","42","28","55","33","48.5","0.082770037246517","552"
"NeverDead","PS3","2012","Shooter","60","40","10","20","120","50","32","47","47","48.5","0.041385018623258","995"
"Rory McIlroy PGA Tour","PS4","2015","Action","180","250","NA","80","520","60","33","37","78","48.5","0.17933508070079","615"
"Zumba Fitness","X360","2010","Sports","1740","450","NA","180","2370","42","NA","55","6","48.5","0.81735411780935","370"
"Beowulf: The Game","X360","2007","Action","360","10","NA","30","400","50","23","47","30","48.5","0.13795006207753","785"
"X-Men: Destiny","X360","2011","Action","180","40","NA","20","240","47","50","50","72","48.5","0.082770037246517","501"
"NBA Ballers: Chosen One","X360","2008","Sports","170","NA","NA","10","190","55","42","42","5","48.5","0.065526279486826","845"
"Mighty No. 9","XOne","2016","Platform","20","NA","NA","NA","20","55","3","42","94","48.5","0.0068975031038764","491"
"F1 2015","PC","2015","Racing","NA","50","NA","NA","50","60","3","36","63","48","0.017243757759691","423"
"Clockwork Empires","PC","2016","Strategy","NA","40","NA","NA","40","58","7","38","5","48","0.013795006207753","930"
"Star Trek: Legacy","PC","2006","Simulation","NA","10","NA","NA","20","56","25","40","35","48","0.0068975031038764","232"
