"Name","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count"
"Let's Yoga!","DS","2007","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Busou Renkin: Youkoso Papillon Park e","PS2","2007","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Ore wa Shoujo Mangaka","PSP","2012","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Emergency 2012","DS","2010","Simulation","0","0.01","0","0","0.02","1","1","1.00","1"
"Puyo Puyo Tetris","WiiU","2014","Puzzle","0","0","0.02","0","0.02","1","1","1.00","1"
"Exhibition Volume 6","XB","2004","Misc","0.01","0","0","0","0.02","1","1","1.00","1"
"Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu","DS","2008","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Kuma no Pooh-San: 100 Acre no Mori no Cooking Book","DS","2011","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Collar x Malice","PSV","2016","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Kao the Kangaroo Round 2","GC","2005","Platform","0.01","0","0","0","0.02","57","7","1.00","1"
"The Dark Hills of Cherai","PC","2009","Puzzle","0","0.01","0","0","0.02","1","1","1.00","1"
"Pirates PlundArrr","Wii","2010","Action","0.02","0","0","0","0.02","60","5","1.00","1"
"Zoey 101: Field Trip Fiasco","DS","2007","Action","0.02","0","0","0","0.02","31","4","1.00","1"
"Dream C Club: GoGo ","PS3","2014","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Usavichi: Game no Jikan","DS","2011","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Summer Challenge: Athletics Tournament","Wii","2011","Sports","0","0.01","0","0","0.02","1","1","1.00","1"
"Battle Spirits: Hero's Soul","PSP","2010","Role-Playing","0","0","0.02","0","0.02","1","1","1.00","1"
"Pachi-Slot Higrashi no Naku Koro ni Matsuri","PS2","2010","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Otona no Renai Shousetsu: Harlequin Selection","DS","2010","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"White Album 2: Shiawase no Mukougawa","PSV","2013","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"W.L.O. Sekai Renai Kikousen","X360","2010","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"New Interpretation Stranger of Sword City","PSV","2016","Role-Playing","0","0","0.02","0","0.02","1","1","1.00","1"
"Final Fantasy XI: All-In-One Pack 2006","X360","2006","Role-Playing","0","0","0.02","0","0.02","1","1","1.00","1"
"Pippa Funnell: Ranch Rescue","Wii","2007","Adventure","0","0.01","0","0","0.02","1","1","1.00","1"
"Joint Operations: Combined Arms","PC","2009","Shooter","0.01","0","0","0","0.02","1","1","1.00","1"
"Kadenz fermata//Akkord:fortissimo","PSV","2014","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Worms World Party","PC","2001","Strategy","0","0.01","0","0","0.02","75","8","7.60","68"
"Poupee Girl DS 2: Elegant Mint / Sweet Pink Style","DS","2010","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Dancing on Ice","DS","2010","Sports","0","0.01","0","0","0.02","1","1","1.00","1"
"Winning Post 7: Maximum 2007","PS3","2007","Sports","0","0","0.02","0","0.02","1","1","1.00","1"
"Professional Farmer 2016","PS4","2015","Action","0","0.01","0","0","0.02","1","1","1.00","1"
"Sarah: Keeper of the Unicorn","DS","2009","Adventure","0.01","0","0","0","0.02","1","1","1.00","1"
"Storm Lover 2nd","PSP","2013","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Gears of War","PC","2007","Shooter","0","0.01","0","0","0.02","87","36","7.80","567"
"Dragon Booster","DS","2005","Shooter","0.02","0","0","0","0.02","33","14","7.00","9"
"Dragon's Dogma Online: Season 2","PS4","2016","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Gaist Crusher God","3DS","2014","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"DJ Star","DS","2009","Misc","0.01","0","0","0","0.02","66","7","1.00","1"
"Arcana Famiglia 2","PSP","2013","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Shinkyoku Soukai Polyphonica","PS2","2007","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"PDC World Championship Darts 2008","DS","2008","Sports","0.01","0","0","0","0.02","1","1","1.00","1"
"Post Mortem","PC","2003","Adventure","0","0.01","0","0","0.02","71","25","8.00","28"
"Kiss Bell","PSV","2014","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"San Goku Shi DS 2","DS","2007","Strategy","0","0","0.02","0","0.02","1","1","1.00","1"
"Strongest Tokyo University Shogi DS","DS","1985","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Shin Sangoku Musou Online: Souten Ranbu","PS3","2010","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"V-Rally 3","XB","2003","Racing","0.01","0","0","0","0.02","76","13","1.00","1"
"Wall-E","PC","2008","Platform","0","0.01","0","0","0.02","58","6","6.80","17"
"Majesty 2: The Fantasy Kingdom Sim","PC","2009","Simulation","0.01","0","0","0","0.02","72","31","7.30","129"
"LEGO Star Wars II: The Original Trilogy","PC","2006","Action","0","0.01","0","0","0.02","86","20","8.20","64"
"Dead to Rights","GBA","2004","Shooter","0.01","0","0","0","0.02","40","5","1.00","1"
"Thunder Force VI","PS2","2008","Shooter","0","0","0.02","0","0.02","1","1","1.00","1"
"Full House Kiss 2","PS2","2006","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Dinotopia: The Sunstone Odyssey","GC","2003","Action","0.01","0","0","0","0.02","50","4","1.00","1"
"Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable","PSP","2010","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"PachiPara 3D","3DS","2011","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Earth Defense Force 2017 (old JP sales)","X360","2006","Shooter","0","0","0.02","0","0.02","1","1","1.00","1"
"I Doll U","PSV","2015","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Star Trek: Legacy","PC","2006","Simulation","0","0.01","0","0","0.02","56","25","4.00","35"
"Sengoku Hime: Senran ni Mau Otometachi","PS2","2009","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"GTI Club: Supermini Festa!","Wii","2010","Racing","0.01","0","0","0","0.02","1","1","1.00","1"
"Syberia II","PC","2004","Adventure","0","0.01","0","0","0.02","80","23","8.30","150"
"Paranormal Pursuit: The Gifted One","PC","2015","Action","0","0.01","0","0","0.02","1","1","1.00","1"
"Command & Conquer Collection","PC","2003","Strategy","0.01","0","0","0","0.02","1","1","1.00","1"
"Marvel Superheroes 3D: Grandmaster's Challenge","Wii","2010","Action","0","0.01","0","0","0.02","1","1","1.00","1"
"A Vampyre Story","PC","2008","Adventure","0","0.01","0","0","0.02","75","33","8.50","25"
"Monster Trux Offroad","Wii","2007","Racing","0.01","0","0","0","0.02","1","1","1.00","1"
"The Sims 4: Luxury Party Stuff","PC","2015","Simulation","0","0.01","0","0","0.02","1","1","5.30","12"
"Sniper Elite","PC","2005","Shooter","0","0.01","0","0","0.02","76","13","8.00","142"
"Achtung Panzer: Kharkov 1943","PC","2010","Strategy","0","0.01","0","0","0.02","70","6","8.30","20"
"Mission: Impossible - Operation Surma","GC","2004","Platform","0.01","0","0","0","0.02","64","9","1.00","1"
"Sora no Otoshimono Forte: Dreamy Season","DS","2011","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Romance of the Three Kingdoms XII","WiiU","2012","Strategy","0","0","0.02","0","0.02","1","1","1.00","1"
"Hiiro no Kakera Portable","PSP","2008","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Trigger Man","GC","2004","Shooter","0.01","0","0","0","0.02","1","1","1.00","1"
"Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen","DS","2006","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Antz Extreme Racing","XB","2002","Racing","0.01","0","0","0","0.02","35","4","8.70","10"
"Wand of Fortune R","PSV","2016","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Rugby World Cup 2015","PSV","2015","Sports","0","0.01","0","0","0.02","1","1","1.00","1"
"Majesty 2 Collection","PC","2011","Strategy","0","0.01","0","0","0.02","1","1","8.30","10"
"God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4","PS4","2016","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5","PS4","2016","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita","PS2","2008","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Harukanaru Toki no Naka de 6","PSP","2015","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Triggerheart Exelica","DC","2007","Shooter","0","0","0.02","0","0.02","1","1","1.00","1"
"Jet Impulse","DS","2007","Simulation","0","0","0.02","0","0.02","1","1","1.00","1"
"Games Explosion!","GBA","2006","Action","0.01","0","0","0","0.02","1","1","1.00","1"
"Gummy Bears Magical Medallion","Wii","2011","Platform","0.01","0","0","0","0.02","1","1","1.00","1"
"Saenai Kanojo no Sodatekata: Blessing Flowers","PSV","2015","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Berserk and the Band of the Hawk","PSV","2016","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Tennis no Oji-Sama: Card Hunter","PS2","2007","Strategy","0","0","0.02","0","0.02","1","1","1.00","1"
"Brave: The Video Game","DS","2012","Action","0","0.01","0","0","0.02","1","1","1.00","1"
"Night Wizard the Video Game: Denial of the World","PS2","2008","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Enemy Territory: Quake Wars","PC","2007","Shooter","0.01","0","0","0","0.02","84","55","8.30","231"
"Portable Island: Tenohira Resort","PSP","2006","Simulation","0","0","0.02","0","0.02","1","1","1.00","1"
"Sengoku Efuda Yuugi: Hototogisu Ran","PSP","2008","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Tokyo Friend Park II DS","DS","2006","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Adventure Time: The Secret of the Nameless ","3DS","2014","Adventure","0.01","0","0","0","0.02","1","1","1.00","1"
"Kao the Kangaroo Round 2","PS2","2005","Platform","0.01","0.01","0","0","0.02","58","12","8.70","7"
"Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable","PSP","2010","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Dead Rising 2","XOne","2016","Action","0.01","0","0","0","0.02","1","1","1.00","1"
"Robopon 2: Ring Version","GBA","2001","Role-Playing","0.01","0","0","0","0.02","68","6","1.00","1"
"Mark McMorris Infinite Air","XOne","2016","Sports","0.01","0","0","0","0.02","1","1","7.10","18"
"Sid Meier's Civilization Revolution 2+","PSV","2015","Strategy","0","0","0.02","0","0.02","1","1","1.00","1"
"Dream Dancer","DS","1980","Misc","0.01","0","0","0","0.02","1","1","1.00","1"
"Moe Moe 2-ji Taisen (Ryoku) * Deluxe","PSP","2008","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Dragon Tales: Dragon Adventures","GBA","2003","Platform","0.01","0","0","0","0.02","1","1","1.00","1"
"Powerbike","DS","2009","Racing","0.01","0","0","0","0.02","1","1","1.00","1"
"Colin McRae Rally 2005","PC","2004","Racing","0","0.01","0","0","0.02","83","11","7.10","50"
"Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide","PSP","2011","Role-Playing","0","0","0.02","0","0.02","1","1","1.00","1"
"Elminage II DS Remix: Sousei no Megami to Unmai no Daichi","DS","2010","Role-Playing","0","0","0.02","0","0.02","1","1","1.00","1"
"Gaku ? Ou: The Royal Seven Stars","PSP","2012","Role-Playing","0","0","0.02","0","0.02","1","1","1.00","1"
"Quantum Break","PC","2016","Action","0","0.01","0","0","0.02","66","14","4.30","539"
"Online Chess Kingdoms","PSP","2006","Misc","0.01","0","0","0","0.02","60","17","6.80","6"
"Rayman 10th Anniversary","GBA","2005","Platform","0.01","0","0","0","0.02","1","1","1.00","1"
"RollerCoaster Tycoon: Gold Edition","PC","2002","Strategy","0.01","0","0","0","0.02","1","1","1.00","1"
"Race Driver: Create & Race","DS","2007","Racing","0.01","0","0","0","0.02","1","1","1.00","1"
"Storm Lover Kai!!","PSP","2012","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Minna to Issho","PSV","2011","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Nurarihyon no Mago: Hyakki Ryouran Taisen","PS3","2011","Fighting","0","0","0.02","0","0.02","1","1","1.00","1"
"FIFA Soccer 08","PC","2007","Sports","0","0.01","0","0","0.02","77","7","6.10","50"
"Enkaku Sousa: Sana e no 23 Hiai","PSP","2009","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Pac-Man Championship Edition 2 + Arcade Game Series","XOne","2016","Action","0.01","0","0","0","0.02","1","1","1.00","1"
"Command & Conquer 4: Tiberian Twilight","PC","2010","Strategy","0","0.01","0","0","0.02","1","1","1.00","1"
"Hummer Badlands","XB","2006","Racing","0.01","0","0","0","0.02","44","7","6.00","5"
"Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival","DS","2008","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Grisaia no Meikyuu: Le Labyrinthe de la Grisaia","PSV","2014","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Oyaku de Asoberu DS Ehon: Ukkari Penelope","DS","2008","Simulation","0","0","0.02","0","0.02","1","1","1.00","1"
"Iron Soldier 3","PS","1999","Simulation","0.01","0.01","0","0","0.02","1","1","1.00","1"
"UNO 52","DS","2006","Misc","0.01","0","0","0","0.02","1","1","1.00","1"
"Tiger & Bunny: Hero's Day","PSP","2013","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Turbo: Super Stunt Squad","Wii","2013","Sports","0","0.01","0","0","0.02","1","1","1.00","1"
"Turbo: Super Stunt Squad","3DS","2013","Sports","0","0.01","0","0","0.02","1","1","5.20","5"
"Pachinko Kaou: Misora Hibari","PS2","2007","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Accel World: Kasoku no Chouten","PS3","2013","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Poupee Girl DS","DS","2009","Misc","0","0","0.02","0","0.02","1","1","1.00","1"
"Choro Q","PS2","2003","Racing","0.01","0.01","0","0","0.02","1","1","1.00","1"
"Just Cause","PS2","2006","Action","0.01","0.01","0","0","0.02","67","23","7.90","41"
"Narcissus: Moshimo Ashita ga Runara","PSP","2010","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Girl Friend Beta: Kimi to Sugosu Natsuyasumi","PSV","2015","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"IHRA Drag Racing: Sportsman Edition","XB","2006","Racing","0.01","0","0","0","0.02","35","4","1.00","1"
"Sharin no Kuni, Himawari no Shoujo","X360","2010","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Simple DS Series Vol. 42: The Haioku Byoutou","DS","2008","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Drone Tactics","DS","2007","Strategy","0.01","0","0","0","0.02","74","12","7.40","7"
"So-Ra-No-Wo-To: Otome no Gojuusou","PSP","2010","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Technic Beat","PS2","2002","Misc","0.01","0.01","0","0","0.02","67","24","1.00","1"
"Dance! It's Your Stage","Wii","2010","Misc","0","0.01","0","0","0.02","1","1","1.00","1"
"Worldwide Soccer Manager 2006","PC","2004","Sports","0","0.01","0","0","0.02","89","20","1.00","1"
"I Love Horses: Rider's Paradise","Wii","2010","Simulation","0.01","0","0","0","0.02","1","1","1.00","1"
"DuckTales: Remastered","PC","2013","Action","0","0.01","0","0","0.02","66","6","7.60","152"
"Yume Neko DS","DS","2008","Simulation","0","0","0.02","0","0.02","1","1","1.00","1"
"Germany's Next Topmodel 2011","DS","2011","Simulation","0","0.01","0","0","0.02","1","1","1.00","1"
"Dream C Club","PS3","2012","Simulation","0","0","0.02","0","0.02","1","1","1.00","1"
"Assetto Corsa","XOne","2016","Racing","0","0.01","0","0","0.02","63","9","6.70","27"
"SBK Superbike World Championship","PS2","2008","Racing","0.01","0.01","0","0","0.02","1","1","1.00","1"
"Memories Off 6: Next Relation","PS2","2009","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Meiji Toukyou Renka: Twilight Kiss","PSP","2015","Action","0","0","0.02","0","0.02","1","1","1.00","1"
"Scared Rider Xechs","PS2","2010","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"4 Play Collection - Dark Mysteries","PC","2014","Misc","0","0.01","0","0","0.02","1","1","1.00","1"
"Vitamin X: Detective B6","PSP","2012","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Misshitsu no Sacrifice","PSP","2010","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"Evil Genius","PC","2004","Strategy","0","0.01","0","0","0.02","75","51","8.30","106"
"Ouran Koukou Host Bu","PS2","2007","Adventure","0","0","0.02","0","0.02","1","1","1.00","1"
"King's Quest: The Complete Collection","PS4","2016","Adventure","0.01","0","0","0","0.02","1","1","1.00","1"
"Lotus Challenge","GC","2004","Racing","0.01","0","0","0","0.02","1","1","1.00","1"
"Imperium Romanum","PC","2008","Strategy","0","0.01","0","0","0.02","63","19","7.50","24"
"Football Manager 2007","X360","2006","Sports","0","0.01","0","0","0.01","1","1","1.00","1"
"Ferrari: The Race Experience","Wii","2010","Racing","0","0.01","0","0","0.01","54","4","1.00","1"
"Dragon Zakura DS","DS","2007","Misc","0","0","0.01","0","0.01","1","1","1.00","1"
"Chameleon: To Dye For!","DS","2006","Puzzle","0.01","0","0","0","0.01","1","1","1.00","1"
"Sora no Otoshimono: DokiDoki Summer Vacation","PSP","2010","Adventure","0","0","0.01","0","0.01","1","1","1.00","1"
"Shinseiki Evangelion: Battle Orchestra Portable","PSP","2009","Fighting","0","0","0.01","0","0.01","1","1","1.00","1"
"Blackthorne","GBA","2003","Action","0.01","0","0","0","0.01","67","10","7.60","5"
"Donkey Kong Jungle Beat","Wii","2008","Platform","0","0.01","0","0","0.01","1","1","1.00","1"
"DokuSui: DokiDoki Suikoden","PSP","2011","Role-Playing","0","0","0.01","0","0.01","1","1","1.00","1"
"Contrast","PC","2013","Platform","0","0.01","0","0","0.01","62","24","7.70","169"
"Bomberman (jp sales)","PSP","2006","Puzzle","0","0","0.01","0","0.01","1","1","1.00","1"
"Blazblue: Continuum Shift Extend","PSP","2012","Fighting","0","0","0.01","0","0.01","1","1","1.00","1"
"S.Y.K: Shinsetsu Saiyuuki","PS2","2009","Adventure","0","0","0.01","0","0.01","1","1","1.00","1"
"Black Cat","PS2","2006","Action","0","0","0.01","0","0.01","1","1","1.00","1"
"Smart Kid's Mega Game Mix","DS","2009","Misc","0.01","0","0","0","0.01","1","1","1.00","1"
"Space Invaders Revolution","DS","2005","Shooter","0.01","0","0","0","0.01","49","9","5.20","5"
"Wiffle Ball Advance","DS","2007","Sports","0.01","0","0","0","0.01","1","1","1.00","1"
"Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi","DS","2011","Role-Playing","0","0","0.01","0","0.01","1","1","1.00","1"
"Wand of Fortune: Mirai e no Prologue Portable","PSP","2010","Adventure","0","0","0.01","0","0.01","1","1","1.00","1"
"Secret Game Portable","PSP","2010","Adventure","0","0","0.01","0","0.01","1","1","1.00","1"
"Sengoku Hime: Senran ni Mau Otometachi","PSP","2009","Adventure","0","0","0.01","0","0.01","1","1","1.00","1"
"SpongeBob: HeroPants","PSV","2015","Platform","0.01","0","0","0","0.01","1","1","5.10","7"
"Kimi no Yuusha","DS","2008","Role-Playing","0","0","0.01","0","0.01","1","1","1.00","1"
"Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales)","X360","2006","Shooter","0","0","0.01","0","0.01","1","1","1.00","1"
"Period Cube: Torikago no Amadeus","PSV","2016","Action","0","0","0.01","0","0.01","1","1","1.00","1"
"Nobunaga no Yabou Online: Houou no Shou","PS3","2012","Strategy","0","0","0.01","0","0.01","1","1","1.00","1"
"Cosmetic Paradise: Make no Kiseki","DS","2008","Misc","0","0","0.01","0","0.01","1","1","1.00","1"
"Turok","PC","2008","Action","0","0.01","0","0","0.01","65","16","6.50","55"
"Legoland","PC","1999","Action","0","0.01","0","0","0.01","1","1","1.00","1"
